state_index,expert,expert_index,predicted_score,true_negative_mae,true_mae
142,ModernTCN,4,-0.1296970248222351,-1.0371898412704468,1.0371898412704468
143,TimesNet,3,0.29065507650375366,-1.1127798557281494,1.1127798557281494
143,ModernTCN,4,-0.0744439885020256,-1.0371898412704468,1.0371898412704468
144,DLinear,0,1.677534580230713,-1.045335292816162,1.045335292816162
144,PatchTST,1,0.3226829469203949,-0.98487788438797,0.98487788438797
144,iTransformer,2,-0.28778189420700073,-0.9944990277290344,0.9944990277290344
145,DLinear,0,1.372328519821167,-1.045335292816162,1.045335292816162
145,PatchTST,1,0.3492867946624756,-0.98487788438797,0.98487788438797
145,TimesNet,3,0.34363043308258057,-1.1127798557281494,1.1127798557281494
146,DLinear,0,1.6459383964538574,-1.045335292816162,1.045335292816162
146,PatchTST,1,0.36119967699050903,-0.98487788438797,0.98487788438797
146,ModernTCN,4,0.020641006529331207,-1.0371898412704468,1.0371898412704468
147,DLinear,0,1.3369094133377075,-1.045335292816162,1.045335292816162
147,iTransformer,2,-0.3067694902420044,-0.9944990277290344,0.9944990277290344
147,TimesNet,3,0.2928781509399414,-1.1127798557281494,1.1127798557281494
148,DLinear,0,1.6757218837738037,-1.045335292816162,1.045335292816162
148,iTransformer,2,-0.30135637521743774,-0.9944990277290344,0.9944990277290344
148,ModernTCN,4,0.026664860546588898,-1.0371898412704468,1.0371898412704468
149,DLinear,0,1.3998397588729858,-1.045335292816162,1.045335292816162
149,TimesNet,3,0.4879961609840393,-1.1127798557281494,1.1127798557281494
149,ModernTCN,4,0.00930706411600113,-1.0371898412704468,1.0371898412704468
150,PatchTST,1,0.28499555587768555,-0.98487788438797,0.98487788438797
